customer_id,first_name,last_name,email,phone,gender,date_of_birth,city,state,country,signup_date,customer_segment,is_subscribed_newsletter
100015,Dev,Thakkar,dev.thakkar795@outlook.com,+91-8702621745,Male,1990-07-12,Pune,Maharashtra,India,2024-12-18,,0
100016,Rushil,Buch,rushil.buch101@hotmail.com,00913431611,Male,1981-11-28,Bhopal,Madhya Pradesh,India,2025-10-11,,0
100017,Mason,Balakrishnan,mason.balakrishnan47@hotmail.com,6238692221,Male,1989-11-13,Surat,Gujarat,India,2024-01-17,,0
100018,Rayaan,Khosla,rayaan.khosla303@hotmail.com,7407482175,Male,2008-01-08,Coimbatore,Tamil Nadu,India,2025-06-15,,0
100019,Mason,Samra,mason.samra782@outlook.com,+91-7136959440,Male,2007-07-22,Surat,Gujarat,India,2025-08-18,,0
100020,Siya,Maharaj,siya.maharaj144@yahoo.com,03953394210,Female,1975-06-11,Patna,Bihar,India,2023-01-03,,0
100021,Urvi,Bandi,urvi.bandi860@gmail.com,+91-6232858842,Female,1972-12-12,Delhi,Delhi,India,2025-07-12,,0
100022,Wridesh,Merchant,wridesh.merchant725@gmail.com,+91-2368516048,Male,1966-07-18,Pune,Maharashtra,India,2024-09-29,,0
100023,RAKSHA  ,Lala,raksha.lala676@hotmail.com,+91-0985931746,Female,1966-03-19,Guwahati,Assam,India,2024-08-01,,1
100024,Arin,Barad,arin.barad18@outlook.com,+91-8267586926,Male,1992-01-19,Jaipur,Rajasthan,India,2024-04-21,,1
100025,Wishi,Reddy,wishi.reddy247@yahoo.com,07735158506,Female,1973-11-08,Hyderabad,Telangana,India,2023-12-08,,1
100026,Divya,Sha,divya.sha471@hotmail.com,5329318393,Female,1999-08-22,Patna,Bihar,India,2025-01-31,,0
100027,Kamala  ,Narasimhan,kamala.narasimhan416@gmail.com,8421020539,Female,1976-02-26,Delhi,Delhi,India,2024-10-09,,0
100028,Harita,Lanka,harita.lanka661@hotmail.com,07758917839,Female,1962-09-11,Bhopal,Madhya Pradesh,India,2023-01-20,,0
100029,Yoshita,Mitra,yoshita.mitra217@yahoo.com,+91-6177115921,Female,1966-09-02,Delhi,Delhi,India,2024-06-16,,1
100030,Nicholas,Raj,nicholas.raj184@gmail.com,06118367365,Male,2000-04-30,Jaipur,Rajasthan,India,2023-12-29,,0
100031,Sudiksha,Sagar,sudiksha.sagar307@gmail.com,05271111615,Female,1999-07-30,Faridabad,Haryana,India,2023-09-23,,0
100032,Bhanumati,Narayan,bhanumati.narayan774@hotmail.com,+91-4945198327,Female,1971-05-18,Surat,Gujarat,India,2025-08-12,,0
100033,Chatura,Palla,chatura.palla101@gmail.com,3689980940,Male,1969-04-10,Patna,Bihar,India,2024-11-04,,0
100034,Nilima,Nori,nilima.nori31@outlook.com,+91-1201836675,Female,1968-03-02,Faridabad,Haryana,India,2025-04-27,,1
100035,Nimrat,Nair,nimrat.nair191@hotmail.com,9014767976,Female,1973-09-22,Faridabad,Haryana,India,2023-10-10,,0
100036,Yashvi,Comar,yashvi.comar275@gmail.com,+91-8403690034,Female,2005-12-27,Bengaluru,Karnataka,India,2023-05-06,,0
100037,Ekapad,Kumer,ekapad.kumer6@gmail.com,02268388516,Male,2001-12-23,Hyderabad,Telangana,India,2024-04-15,,0
100038,Anvi,Sarin,anvi.sarin571@hotmail.com,9664160529,Female,1982-09-12,Indore,Madhya Pradesh,India,2025-01-07,,0
100039,Pratyush,Chakrabarti,pratyush.chakrabarti885@outlook.com,6816453521,Male,1985-02-11,Guwahati,Assam,India,2025-05-26,,0
100040,Dakshesh,Wali,dakshesh.wali702@yahoo.com,1243292127,Male,,Pune,Maharashtra,India,2025-06-19,,1
100041,Vedika,Sen,vedika.sen432@outlook.com,1774490581,Female,1975-07-07,Indore,Madhya Pradesh,India,2024-09-05,,1
100042,Upkaar,Barad,upkaar.barad469@yahoo.com,09867980793,Male,1976-01-18,Bhopal,Madhya Pradesh,India,2025-01-19,,0
100043,Wazir,Thaker,wazir.thaker343@hotmail.com,+91-1820377889,Male,1968-03-26,Surat,Gujarat,India,2025-02-20,,0
100044,Quincy,Mandal,quincy.mandal491@yahoo.com,01518644925,Male,1964-07-10,Guwahati,Assam,India,2023-05-22,,0
100045,Ekavir,Palla,ekavir.palla334@yahoo.com,4865281685,Male,1961-06-27,Bhopal,Madhya Pradesh,India,2025-04-14,,0
100046,NILIMA,Gole,nilima.gole699@yahoo.com,02214188805,Female,2002-09-05,Coimbatore,Tamil Nadu,India,2024-12-13,,0
100047,Ekaja,Puri,ekaja.puri839@gmail.com,+91-0653794738,Female,1972-02-04,Lucknow,Uttar Pradesh,India,2025-02-21,,0
100048,Vrinda,Hari,vrinda.hari733@yahoo.com,+91-8862392407,Female,2002-07-28,Jaipur,Rajasthan,India,2025-05-03,,0
100049,Dalaja,Varty,dalaja.varty557@hotmail.com,07826137506,Female,1963-03-03,Chandigarh,Chandigarh,India,2024-11-06,,0
100050,Zayan,Prakash,zayan.prakash788@gmail.com,5152204727,Male,1982-02-22,Bengaluru,Karnataka,India,2025-03-20,,0
100051,Aarnav,Buch,aarnav.buch989@outlook.com,8614341036,Male,1991-04-14,Faridabad,Haryana,India,2023-01-07,,0
100052,Vasudha,Bhatnagar,vasudha.bhatnagar457@yahoo.com,+91-8932460953,Female,1988-01-02,Chandigarh,Chandigarh,India,2024-02-10,,1
100053,Idika,Chada,idika.chada108@hotmail.com,8880670654,Female,1996-06-25,Mumbai,Maharashtra,India,2023-07-10,,0
100054,Pranav,Bir,pranav.bir352@outlook.com,+91-0585277221,Male,1994-12-25,Patna,Bihar,India,2023-05-06,,1
100055,Veer,Bansal,veer.bansal69@outlook.com,4868740345,Male,2001-12-30,Nagpur,Maharashtra,India,2023-04-17,,0
100056,Arjun,Narula,arjun.narula529@yahoo.com,+91-6527758416,Male,1964-05-26,Chennai,Tamil Nadu,India,2024-04-09,,0
100057,Hemangini,Memon,hemangini.memon191@yahoo.com,7962757059,Female,2008-07-10,Faridabad,Haryana,India,2023-04-27,,0
100058,Laksh,Bhandari,,0297021355,Male,1978-12-28,Coimbatore,Tamil Nadu,India,2023-01-28,,0
100059,Anamika,Dube,anamika.dube819@gmail.com,9285654310,Female,1995-12-04,Coimbatore,Tamil Nadu,India,2025-08-15,,0
100060,Yahvi,Vasa,yahvi.vasa612@outlook.com,3947312172,Female,2003-10-01,Bhopal,Madhya Pradesh,India,2023-05-21,,1
100061,tristan,Chahal,tristan.chahal941@outlook.com,8442258313,Male,1998-08-19,Chennai,Tamil Nadu,India,2023-10-23,,0
100062,Kashish,Tak,kashish.tak711@outlook.com,+91-9114678669,Female,1964-02-25,Chennai,Tamil Nadu,India,2023-01-10,,0
100063,Nitara,Borah,nitara.borah569@yahoo.com,2268018242,Female,1968-05-21,Bhopal,Madhya Pradesh,India,2024-06-13,,1
100064,Isaiah,Pal,isaiah.pal497@gmail.com,08424981829,Male,2005-10-23,Patna,Bihar,India,2023-12-11,,1
100065,Faraj,Garg,faraj.garg728@hotmail.com,1094396907,Male,2003-04-14,Bhopal,Madhya Pradesh,India,2024-08-28,,1
100066,Bimala,Mittal,bimala.mittal282@gmail.com,00276773592,Other,1975-08-14,Lucknow,Uttar Pradesh,India,2025-06-10,,0
100067,Nathaniel,Pai,nathaniel.pai587@gmail.com,01537147321,Male,1963-01-16,Bhopal,Madhya Pradesh,India,2024-12-22,,0
100068,Rehaan,Sahota,rehaan.sahota560@hotmail.com,03278774701,Male,2005-12-25,Delhi,Delhi,India,2023-04-01,,0
100069,Yashawini,Shankar,yashawini.shankar270@hotmail.com,+91-0479748016,Female,1967-01-16,Delhi,Delhi,India,2024-12-18,,0
100070,Kevin,Pau,kevin.pau831@yahoo.com,09835841687,Male,1997-04-21,Pune,Maharashtra,India,2023-10-06,,1
100071,Logan,Dani,logan.dani804@yahoo.com,8523986800,Male,1962-06-25,Guwahati,Assam,India,2023-02-16,,0
100072,Osha,Som,osha.som332@yahoo.com,+91-5952694958,Female,2000-05-15,Chandigarh,Chandigarh,India,2025-06-22,,1
100073,Yash,Mistry,yash.mistry986@yahoo.com,6940974993,Male,1995-03-29,Hyderabad,Telangana,India,2024-06-22,,1
100074,Wriddhish,Garde,wriddhish.garde150@yahoo.com,09130756263,Male,1980-04-23,Ahmedabad,Gujarat,India,2025-06-24,,0
100075,Vrishti,Bhatia,vrishti.bhatia643@outlook.com,+91-8652785854,Female,1989-11-23,Coimbatore,Tamil Nadu,India,2024-09-14,,0
100076,Gopal,Koshy,gopal.koshy712@outlook.com,03757584419,Male,,Kochi,Kerala,India,2024-04-11,,1
100077,Sachi,Rana,sachi.rana651@hotmail.com,1574733848,Female,1994-01-11,Bengaluru,Karnataka,India,2025-09-30,,1
100078,Ekantika,Chopra,ekantika.chopra507@yahoo.com,3301657120,Female,2006-11-28,Indore,Madhya Pradesh,India,2025-07-25,,1
100079,FARHAN,Ray,farhan.ray916@outlook.com,5401938026,Male,2002-12-17,Bhopal,Madhya Pradesh,India,2024-08-26,,0
100080,Gaurang,Bansal,gaurang.bansal452@yahoo.com,+91-0049915478,Male,1985-10-12,Hyderabad,Telangana,India,2025-11-29,,1
100081,Ekani,Thaman,ekani.thaman896@yahoo.com,+91-7420549329,Female,2001-09-15,Lucknow,Uttar Pradesh,India,2024-06-19,,0
100082,Tanmayi,Sane,tanmayi.sane406@gmail.com,02753046374,Female,2006-05-29,Chennai,Tamil Nadu,India,2025-06-21,,0
100083,Matthew,Apte,matthew.apte219@gmail.com,7426841459,Male,,Hyderabad,Telangana,India,2025-03-29,,1
100084,Indrajit,Kanda,indrajit.kanda881@gmail.com,5687833918,Male,1982-01-21,Surat,Gujarat,India,2024-12-15,,0
100085,Pratyush,Brahmbhatt,pratyush.brahmbhatt321@gmail.com,3982258713,Male,1995-01-10,Hyderabad,Telangana,India,2025-11-02,,1
100086,Wishi,Chand,wishi.chand544@gmail.com,8679087406,Female,1972-10-29,Ahmedabad,Gujarat,India,2024-11-24,,1
100087,Aarav,Kamdar,aarav.kamdar631@hotmail.com,8017046226,Male,1978-08-03,Ahmedabad,Gujarat,India,2025-07-12,,0
100088,Sai,Sen,sai.sen360@hotmail.com,2512868230,Female,1996-11-28,Coimbatore,Tamil Nadu,India,2025-10-17,,1
100089,MANTHAN,Sheth,manthan.sheth798@outlook.com,03752431069,Male,1997-05-20,Chandigarh,Chandigarh,India,2025-08-13,,0
100090,Abhiram,Khosla,abhiram.khosla766@yahoo.com,09030673830,Male,1967-05-04,Guwahati,Assam,India,2024-03-16,,0
100091,Mohini,Kaur,mohini.kaur247@gmail.com,+91-3428364408,Female,2006-02-21,Faridabad,Haryana,India,2023-10-24,,0
100092,Harita,Sane,harita.sane397@yahoo.com,5662462873,Female,2001-05-19,Surat,Gujarat,India,2025-07-05,,1
100093,Netra,Dhawan,netra.dhawan602@gmail.com,8826343517,Female,2001-04-10,Bengaluru,Karnataka,India,2023-10-21,,1
100094,Charita,Wason,charita.wason644@outlook.com,+91-9901398373,Female,2002-05-07,Kochi,Kerala,India,2024-09-21,,1
100095,osha,Mitter,osha.mitter285@yahoo.com,07393638546,Female,1982-12-29,Chandigarh,Chandigarh,India,2024-12-15,,0
100096,Rachita,Morar,rachita.morar601@hotmail.com,+91-5355609320,Female,1973-02-16,Surat,Gujarat,India,2025-03-29,,0
100097,Sathvik,Merchant,sathvik.merchant251@gmail.com,+91-3785477725,Male,1968-09-26,Pune,Maharashtra,India,2024-02-25,,0
100098,Wishi,Gour,wishi.gour13@gmail.com,0062312038,Female,1982-07-02,Chennai,Tamil Nadu,India,2024-11-30,,1
100099,Ayushman,Subramanian,ayushman.subramanian381@yahoo.com,6008484086,Male,1999-04-23,Jaipur,Rajasthan,India,2024-08-28,,1
100100,Hemal,Chhabra,hemal.chhabra827@outlook.com,8454615679,Female,1972-04-14,Mumbai,Maharashtra,India,2023-12-01,,0
100101,Jeevika,Mital,jeevika.mital524@hotmail.com,+91-6687002176,Female,1991-07-27,Bhopal,Madhya Pradesh,India,2023-09-06,,0
100102,NOAH  ,Chandran,noah.chandran234@gmail.com,07401489025,Male,,Hyderabad,Telangana,India,2025-10-25,,0
100103,Abhiram,Johal,abhiram.johal943@hotmail.com,09396856218,Male,1996-05-24,Patna,Bihar,India,2024-08-02,,0
100104,Oscar,Bera,oscar.bera330@yahoo.com,9965047735,Male,1987-02-27,Indore,Madhya Pradesh,India,2023-02-05,,0
100105,Riya,Sankaran,riya.sankaran184@gmail.com,3114262655,Female,1965-09-23,Hyderabad,Telangana,India,2025-03-03,,0
100106,Aahana,Morar,aahana.morar336@outlook.com,2678886101,Female,1977-08-07,Lucknow,Uttar Pradesh,India,2024-06-11,,0
100107,Charita,Nair,charita.nair476@yahoo.com,01839826224,Female,1975-01-25,Guwahati,Assam,India,2025-10-15,,1
100108,Yatin,Dhingra,,7154379937,Male,1965-09-30,Chandigarh,Chandigarh,India,2023-01-24,,1
100109,Max,Ahuja,max.ahuja2@outlook.com,07569245937,Male,1975-09-11,Mumbai,Maharashtra,India,2024-12-12,,0
100110,Rushil,Nagar,rushil.nagar504@hotmail.com,6465193982,Male,,Pune,Maharashtra,India,2025-04-08,,1
100111,Agastya,Shenoy,agastya.shenoy718@hotmail.com,06724342661,Male,1982-03-03,Pune,Maharashtra,India,2023-12-10,,0
100112,Wriddhish,Rattan,wriddhish.rattan607@gmail.com,08911352909,Male,2007-10-29,Faridabad,Haryana,India,2024-07-14,,0
100113,Sudiksha,Narula,sudiksha.narula718@hotmail.com,+91-4388899375,Female,1979-05-22,Surat,Gujarat,India,2023-12-18,,0
100114,Yamini,Dora,yamini.dora160@gmail.com,6112545738,Female,1983-10-17,Ahmedabad,Gujarat,India,2025-04-25,,0
100115,Wazir,Chatterjee,wazir.chatterjee316@hotmail.com,0105123828,Male,1968-04-19,Kolkata,West Bengal,India,2023-06-09,,0
100116,Tanay,Shere,tanay.shere221@gmail.com,6093796603,Male,1970-06-28,Guwahati,Assam,India,2024-03-25,,0
100117,Bhavika,Chaudry,bhavika.chaudry694@gmail.com,7147859696,Female,1988-10-15,Kochi,Kerala,India,2025-09-24,,0
100118,Priya  ,Pandey,priya.pandey97@yahoo.com,1251341252,Female,1985-02-17,Chandigarh,Chandigarh,India,2024-11-04,,0
100119,Shaurya,Devi,shaurya.devi203@yahoo.com,+91-2827422579,Male,1963-03-09,Pune,Maharashtra,India,2024-07-28,,0
100120,Praneel,Andra,praneel.andra23@gmail.com,+91-7676772190,Male,1998-10-25,Jaipur,Rajasthan,India,2024-06-25,,1
100121,januja,Master,januja.master44@gmail.com,07978819148,Female,2000-02-17,Surat,Gujarat,India,2024-01-12,,0
100122,Qadim,Barman,qadim.barman392@gmail.com,1340745171,Male,1997-11-04,Bhopal,Madhya Pradesh,India,2025-09-11,,0
100123,Jagat,Kadakia,jagat.kadakia629@gmail.com,9233095849,Male,1986-06-22,Ahmedabad,Gujarat,India,2024-10-22,,1
100124,Ojasvi,Master,ojasvi.master287@gmail.com,+91-6042232536,Female,1984-02-09,Delhi,Delhi,India,2025-04-07,,0
100125,Krish,Sachdeva,krish.sachdeva392@gmail.com,+91-4577590175,Male,2001-06-02,Chandigarh,Chandigarh,India,2025-05-05,,0
100126,SNEHA  ,Kamdar,sneha.kamdar398@outlook.com,+91-4589297500,Female,1965-05-23,Kochi,Kerala,India,2025-11-19,,0
100127,Victor,Babu,victor.babu829@gmail.com,06324241541,Male,1978-06-18,Jaipur,Rajasthan,India,2025-02-11,,0
100128,Gayathri,Ben,gayathri.ben673@yahoo.com,01037129387,Female,1961-01-21,Hyderabad,Telangana,India,2023-05-25,,0
100129,Onveer,Dara,onveer.dara364@hotmail.com,3611155426,Male,1997-09-27,Pune,Maharashtra,India,2024-12-26,,0
100130,Ekani,Dhar,ekani.dhar721@gmail.com,+91-5326973112,Female,1996-09-23,Patna,Bihar,India,2024-01-25,,0
100131,rehaan,Panchal,rehaan.panchal180@outlook.com,1389994043,Male,1985-06-19,Bhopal,Madhya Pradesh,India,2023-12-17,,0
100132,Yashoda,Gulati,yashoda.gulati940@outlook.com,6137918055,Female,1966-12-12,Mumbai,Maharashtra,India,2024-09-29,,0
100133,Ucchal,Pau,ucchal.pau23@gmail.com,9104300684,Female,1990-10-14,Surat,Gujarat,India,2025-07-01,,1
100134,Yamini,Sagar,yamini.sagar383@gmail.com,+91-9241418328,Female,1976-04-18,Patna,Bihar,India,2024-06-03,,1
100135,Bachittar,Mukherjee,bachittar.mukherjee811@hotmail.com,6179904210,Male,1994-08-04,Chennai,Tamil Nadu,India,2024-09-12,,1
100136,Abdul,Gade,abdul.gade229@outlook.com,2524105648,Male,1963-09-05,Guwahati,Assam,India,2024-06-30,,0
100137,Brinda,Taneja,brinda.taneja972@gmail.com,02524191380,Female,1962-09-23,Chennai,Tamil Nadu,India,2024-06-15,,0
100138,Abha,Konda,abha.konda944@outlook.com,+91-0863536541,Female,1988-01-18,Chennai,Tamil Nadu,India,2025-01-16,,1
100139,Dipta,Thakkar,dipta.thakkar244@gmail.com,+91-0617445187,Female,1960-12-29,Surat,Gujarat,India,2025-08-13,,0
100140,Harish,Manne,harish.manne12@hotmail.com,5973832060,Male,1971-10-18,Surat,Gujarat,India,2024-07-24,,0
100141,Oscar,Andra,oscar.andra396@gmail.com,3836702410,Male,2004-10-31,Mumbai,Maharashtra,India,2023-12-13,,1
100142,Yoshita,Sachar,yoshita.sachar104@hotmail.com,+91-1826199062,Female,1971-12-24,Patna,Bihar,India,2025-08-22,,1
100143,Leena,Murty,leena.murty819@gmail.com,4313291212,Female,,Nagpur,Maharashtra,India,2024-12-04,,0
100144,Varenya,Shukla,varenya.shukla165@hotmail.com,07474112490,Female,1970-12-07,Chennai,Tamil Nadu,India,2025-04-15,,0
100145,Nihal,Divan,nihal.divan722@hotmail.com,0442067883,Male,1965-02-27,Guwahati,Assam,India,2025-01-31,,1
100146,Dalaja,Dey,dalaja.dey211@outlook.com,+91-6519941013,Female,2003-12-07,Hyderabad,Telangana,India,2025-02-10,,0
100147,Tristan,Dave,tristan.dave244@outlook.com,+91-0296670662,Male,,Lucknow,Uttar Pradesh,India,2025-01-31,,1
100148,Peter,Kala,peter.kala90@hotmail.com,+91-0999347687,Male,,Mumbai,Maharashtra,India,2025-10-30,,0
100149,Bhavani,Chahal,bhavani.chahal84@outlook.com,03806578759,Female,1984-09-22,Chennai,Tamil Nadu,India,2024-04-12,,1
100150,Sara,Madan,sara.madan658@gmail.com,04078593213,Female,1992-02-22,Jaipur,Rajasthan,India,2024-03-06,,1
100151,Lila,Walla,lila.walla477@hotmail.com,+91-5223955905,Female,2006-02-04,Jaipur,Rajasthan,India,2024-10-24,,0
100152,Ekavir,Guha,ekavir.guha685@gmail.com,07010393087,Male,1960-08-23,Hyderabad,Telangana,India,2025-10-06,,0
100153,Isha,De,isha.de989@hotmail.com,+91-2921851569,Female,1965-06-18,Faridabad,Haryana,India,2023-05-05,,0
100154,NIDHI,Naidu,nidhi.naidu925@hotmail.com,+91-2895392644,Female,1966-09-22,Bengaluru,Karnataka,India,2025-02-15,,1
100155,Aachal,Raman,aachal.raman124@yahoo.com,09391725135,Female,2007-10-08,Guwahati,Assam,India,2025-10-11,,1
100156,Fiyaz,Chakrabarti,fiyaz.chakrabarti44@yahoo.com,+91-3315410067,Male,1995-10-11,Kolkata,West Bengal,India,2025-10-01,,1
100157,Geetika,Sachdev,geetika.sachdev328@outlook.com,1793271040,Female,1975-11-29,Guwahati,Assam,India,2025-06-14,,0
100158,Charles,Borah,charles.borah533@outlook.com,01599706296,Male,1968-02-26,Surat,Gujarat,India,2024-05-04,,0
100159,Chandresh,Narula,chandresh.narula425@gmail.com,+91-4443106987,Male,1967-12-26,Indore,Madhya Pradesh,India,2025-03-10,,0
100160,Pranit,Aggarwal,pranit.aggarwal805@gmail.com,1032417146,Male,1983-03-21,Hyderabad,Telangana,India,2023-06-05,,0
100161,Libni,Chand,libni.chand39@hotmail.com,+91-5270477434,Female,1987-09-12,Bhopal,Madhya Pradesh,India,2024-08-22,,1
100162,Faqid,Chatterjee,faqid.chatterjee708@outlook.com,03806868793,Male,,Faridabad,Haryana,India,2024-02-01,,0
100163,Vyanjana,Mistry,vyanjana.mistry288@outlook.com,+91-9921722332,Female,1962-08-30,Lucknow,Uttar Pradesh,India,2024-01-29,,0
100164,Balveer,Saran,balveer.saran793@hotmail.com,+91-1168685487,Male,2004-08-20,Lucknow,Uttar Pradesh,India,2025-03-09,,1
100165,Abeer,Virk,abeer.virk759@hotmail.com,9991191485,Male,2002-10-02,Kolkata,West Bengal,India,2025-09-18,,0
100166,Kevin,Rajagopal,kevin.rajagopal727@outlook.com,06299606530,Male,,Bengaluru,Karnataka,India,2024-08-26,,0
100167,WAZIR,Luthra,wazir.luthra858@yahoo.com,4713247546,Male,1989-08-26,Kolkata,West Bengal,India,2025-10-26,,0
100168,Chaitanya,Guha,chaitanya.guha518@hotmail.com,+91-0821486289,Male,1962-01-01,Patna,Bihar,India,2024-06-10,,1
100169,Inaya,Iyer,inaya.iyer984@yahoo.com,5345786103,Female,1978-06-29,Nagpur,Maharashtra,India,2024-11-01,,1
100170,Vansha,Goel,vansha.goel29@outlook.com,+91-5241406029,Female,1998-01-16,Bengaluru,Karnataka,India,2025-11-16,,0
100171,Jalsa,Kant,jalsa.kant276@yahoo.com,00072290349,Female,1999-04-04,Pune,Maharashtra,India,2024-08-24,,1
100172,Michael,Maharaj,michael.maharaj663@yahoo.com,3748969108,Male,2008-08-01,Bhopal,Madhya Pradesh,India,2024-06-03,,1
100173,Rachit,Mandal,rachit.mandal917@hotmail.com,4544432830,Male,1999-04-10,Jaipur,Rajasthan,India,2025-04-10,,0
100174,Tamanna,Nagarajan,tamanna.nagarajan599@hotmail.com,+91-6660993538,Female,1991-04-02,Guwahati,Assam,India,2023-09-05,,1
100175,Wazir,Parmer,wazir.parmer306@outlook.com,1724825135,Male,1971-05-02,Guwahati,Assam,India,2025-06-18,,0
100176,Mitesh,Salvi,mitesh.salvi672@outlook.com,4717099917,Male,2003-04-22,Jaipur,Rajasthan,India,2023-10-14,,0
100177,Zashil,Dar,zashil.dar677@hotmail.com,0223569725,Male,2002-01-03,Delhi,Delhi,India,2024-11-12,,0
100178,Hemangini,Buch,hemangini.buch398@hotmail.com,07432927129,Female,1981-06-06,Indore,Madhya Pradesh,India,2023-06-27,,1
100179,Pushti,Raval,pushti.raval929@hotmail.com,8350583003,Other,1971-06-22,Pune,Maharashtra,India,2024-06-05,,1
100180,Orinder,Muni,orinder.muni301@yahoo.com,2104478985,Male,1981-06-06,Chandigarh,Chandigarh,India,2023-02-16,,0
100181,Ekani,Oommen,ekani.oommen671@outlook.com,06033230982,Female,1966-07-11,Chennai,Tamil Nadu,India,2024-12-29,,0
100182,Anjali,Prashad,anjali.prashad267@outlook.com,9010016761,Female,1986-11-18,Surat,Gujarat,India,2024-11-15,,0
100183,Vritti,Dua,vritti.dua484@gmail.com,08499261891,Female,1974-03-08,Coimbatore,Tamil Nadu,India,2023-03-16,,0
100184,Chatresh,Tank,chatresh.tank141@yahoo.com,05642087375,Male,1971-11-14,Delhi,Delhi,India,2025-03-08,,0
100185,Agastya,Chakraborty,agastya.chakraborty884@outlook.com,+91-1143744701,Other,1999-08-24,Ahmedabad,Gujarat,India,2025-10-29,,1
100186,Anusha,Mannan,anusha.mannan463@gmail.com,0022557941,Female,1978-07-01,Delhi,Delhi,India,2025-04-30,,0
100187,Onveer,Goswami,onveer.goswami630@yahoo.com,+91-7621202169,Male,,Bengaluru,Karnataka,India,2025-02-07,,1
100188,WYATT,Sarma,wyatt.sarma749@yahoo.com,2771670145,Male,1961-03-16,Chandigarh,Chandigarh,India,2024-03-07,,1
100189,Zaitra,Kapur,zaitra.kapur232@yahoo.com,1637562890,Female,1961-03-04,Mumbai,Maharashtra,India,2024-12-22,,0
100190,Farhan,Tiwari,farhan.tiwari844@gmail.com,+91-5354083866,Male,1999-11-01,Chennai,Tamil Nadu,India,2024-11-05,,1
100191,Balveer,Sharaf,balveer.sharaf351@yahoo.com,05170166088,Male,1960-08-14,Indore,Madhya Pradesh,India,2023-06-11,,1
100192,Chandani  ,Modi,chandani.modi234@gmail.com,0375899757,Female,1966-02-01,Faridabad,Haryana,India,2024-11-20,,0
100193,INDRAJIT,Agate,indrajit.agate729@outlook.com,01027261493,Male,1969-08-13,Hyderabad,Telangana,India,2025-04-24,,0
100194,Ronith,Kale,ronith.kale678@gmail.com,0917798270,Male,1986-01-26,Delhi,Delhi,India,2024-06-15,,1
100195,Arunima  ,Sant,arunima.sant486@outlook.com,+91-2216995866,Female,2007-08-18,Hyderabad,Telangana,India,2023-11-02,,1
100196,Jeet,Mahal,jeet.mahal638@outlook.com,02698485833,Male,1970-09-05,Hyderabad,Telangana,India,2024-05-25,,1
100197,Mohini,Pai,mohini.pai117@outlook.com,+91-5158799684,Female,2002-09-24,Hyderabad,Telangana,India,2023-12-02,,0
100198,Siddharth,Arya,siddharth.arya721@outlook.com,+91-0342442043,Male,1996-10-14,Kolkata,West Bengal,India,2023-07-10,,0
100199,Amol,Parmer,,08638406665,Male,2006-12-21,Bhopal,Madhya Pradesh,India,2025-09-29,,0
100200,Avi,Arya,avi.arya799@gmail.com,5989334721,Male,1969-08-03,Ahmedabad,Gujarat,India,2025-09-05,,1
100201,Harini,Varkey,harini.varkey476@outlook.com,04229405720,Female,1967-12-28,Lucknow,Uttar Pradesh,India,2023-02-13,,0
100202,Neel  ,Behl,neel.behl757@hotmail.com,05158328182,Male,1980-07-30,Surat,Gujarat,India,2024-10-09,,0
