customer_id,customer_name,email,phone,gender,date_of_birth,city,state,country,signup_date,cuatomer_segment,is_subscribed_newsletter
100044,Quincy Mandal,quincy.mandal491@yahoo.com,01518644925,Male,1964-07-10,Guwahati,Assam,India,2023-05-22,LOW,0
100045,Ekavir Palla,ekavir.palla334@yahoo.com,4865281685,Male,1961-06-27,Bhopal,Madhya Pradesh,India,2025-04-14,LOW,0
100046,NILIMA Gole,nilima.gole699@yahoo.com,02214188805,Female,2002-09-05,Coimbatore,Tamil Nadu,India,2024-12-13,MEDIUN,0
100047,Ekaja Puri,ekaja.puri839@gmail.com,0653794738,Female,1972-02-04,Lucknow,Uttar Pradesh,India,2025-02-21,LOW,0
100048,Vrinda Hari,vrinda.hari733@yahoo.com,8862392407,Female,2002-07-28,Jaipur,Rajasthan,India,2025-05-03,LOW,0
100049,Dalaja Varty,dalaja.varty557@hotmail.com,07826137506,Female,1963-03-03,Chandigarh,Chandigarh,India,2024-11-06,MEDIUN,0
100050,Zayan Prakash,zayan.prakash788@gmail.com,5152204727,Male,1982-02-22,Bengaluru,Karnataka,India,2025-03-20,LOW,0
100053,Idika Chada,idika.chada108@hotmail.com,8880670654,Female,1996-06-25,Mumbai,Maharashtra,India,2023-07-10,LOW,0
100054,Pranav Bir,pranav.bir352@outlook.com,0585277221,Male,1994-12-25,Patna,Bihar,India,2023-05-06,HIGH,1
100055,Veer Bansal,veer.bansal69@outlook.com,4868740345,Male,2001-12-30,Nagpur,Maharashtra,India,2023-04-17,LOW,0
100056,Arjun Narula,arjun.narula529@yahoo.com,6527758416,Male,1964-05-26,Chennai,Tamil Nadu,India,2024-04-09,LOW,0
100057,Hemangini Memon,hemangini.memon191@yahoo.com,7962757059,Female,2008-07-10,Faridabad,Haryana,India,2023-04-27,HIGH,0
100058,Laksh Bhandari,,0297021355,Male,1978-12-28,Coimbatore,Tamil Nadu,India,2023-01-28,LOW,0
100059,Anamika Dube,anamika.dube819@gmail.com,9285654310,Female,1995-12-04,Coimbatore,Tamil Nadu,India,2025-08-15,HIGH,0
100061,tristan Chahal,tristan.chahal941@outlook.com,8442258313,Male,1998-08-19,Chennai,Tamil Nadu,India,2023-10-23,HIGH,0
100062,Kashish Tak,kashish.tak711@outlook.com,9114678669,Female,1964-02-25,Chennai,Tamil Nadu,India,2023-01-10,HIGH,0
100063,Nitara Borah,nitara.borah569@yahoo.com,2268018242,Female,1968-05-21,Bhopal,Madhya Pradesh,India,2024-06-13,HIGH,1
100064,Isaiah Pal,isaiah.pal497@gmail.com,08424981829,Male,2005-10-23,Patna,Bihar,India,2023-12-11,LOW,1
100068,Rehaan Sahota,rehaan.sahota560@hotmail.com,03278774701,Male,2005-12-25,Delhi,Delhi,India,2023-04-01,LOW,0
100071,Logan Dani,logan.dani804@yahoo.com,8523986800,Male,1962-06-25,Guwahati,Assam,India,2023-02-16,HIGH,0
100073,Yash Mistry,yash.mistry986@yahoo.com,6940974993,Male,1995-03-29,Hyderabad,Telangana,India,2024-06-22,HIGH,1
100074,Wriddhish Garde,wriddhish.garde150@yahoo.com,09130756263,Male,1980-04-23,Ahmedabad,Gujarat,India,2025-06-24,LOW,0
100075,Vrishti Bhatia,vrishti.bhatia643@outlook.com,8652785854,Female,1989-11-23,Coimbatore,Tamil Nadu,India,2024-09-14,HIGH,0
100076,Gopal Koshy,gopal.koshy712@outlook.com,03757584419,Male,,Kochi,Kerala,India,2024-04-11,LOW,1
100078,Ekantika Chopra,ekantika.chopra507@yahoo.com,3301657120,Female,2006-11-28,Indore,Madhya Pradesh,India,2025-07-25,LOW,1
100079,FARHAN Ray,farhan.ray916@outlook.com,5401938026,Male,2002-12-17,Bhopal,Madhya Pradesh,India,2024-08-26,HIGH,0
100080,Gaurang Bansal,gaurang.bansal452@yahoo.com,0049915478,Male,1985-10-12,Hyderabad,Telangana,India,2025-11-29,HIGH,1
100081,Ekani Thaman,ekani.thaman896@yahoo.com,7420549329,Female,2001-09-15,Lucknow,Uttar Pradesh,India,2024-06-19,HIGH,0
100083,Matthew Apte,matthew.apte219@gmail.com,7426841459,Male,,Hyderabad,Telangana,India,2025-03-29,LOW,1
100086,Wishi Chand,wishi.chand544@gmail.com,8679087406,Female,1972-10-29,Ahmedabad,Gujarat,India,2024-11-24,LOW,1
100088,Sai Sen,sai.sen360@hotmail.com,2512868230,Female,1996-11-28,Coimbatore,Tamil Nadu,India,2025-10-17,LOW,1
100090,Abhiram Khosla,abhiram.khosla766@yahoo.com,09030673830,Male,1967-05-04,Guwahati,Assam,India,2024-03-16,HIGH,0
100091,Mohini Kaur,mohini.kaur247@gmail.com,3428364408,Female,2006-02-21,Faridabad,Haryana,India,2023-10-24,LOW,0
100092,Harita Sane,harita.sane397@yahoo.com,5662462873,Female,2001-05-19,Surat,Gujarat,India,2025-07-05,MEDIUN,1
100094,Charita Wason,charita.wason644@outlook.com,9901398373,Female,2002-05-07,Kochi,Kerala,India,2024-09-21,LOW,1
100095,osha Mitter,osha.mitter285@yahoo.com,07393638546,Female,1982-12-29,Chandigarh,Chandigarh,India,2024-12-15,MEDIUN,0
100096,Rachita Morar,rachita.morar601@hotmail.com,5355609320,Female,1973-02-16,Surat,Gujarat,India,2025-03-29,MEDIUN,0
100097,Sathvik Merchant,sathvik.merchant251@gmail.com,3785477725,Male,1968-09-26,Pune,Maharashtra,India,2024-02-25,MEDIUN,0
100099,Ayushman Subramanian,ayushman.subramanian381@yahoo.com,6008484086,Male,1999-04-23,Jaipur,Rajasthan,India,2024-08-28,LOW,1
100101,Jeevika Mital,jeevika.mital524@hotmail.com,6687002176,Female,1991-07-27,Bhopal,Madhya Pradesh,India,2023-09-06,HIGH,0
100102,NOAH   Chandran,noah.chandran234@gmail.com,07401489025,Male,,Hyderabad,Telangana,India,2025-10-25,HIGH,0
100103,Abhiram Johal,abhiram.johal943@hotmail.com,09396856218,Male,1996-05-24,Patna,Bihar,India,2024-08-02,LOW,0
100105,Riya Sankaran,riya.sankaran184@gmail.com,3114262655,Female,1965-09-23,Hyderabad,Telangana,India,2025-03-03,LOW,0
100107,Charita Nair,charita.nair476@yahoo.com,01839826224,Female,1975-01-25,Guwahati,Assam,India,2025-10-15,LOW,1
100108,Yatin Dhingra,,7154379937,Male,1965-09-30,Chandigarh,Chandigarh,India,2023-01-24,HIGH,1
100111,Agastya Shenoy,agastya.shenoy718@hotmail.com,06724342661,Male,1982-03-03,Pune,Maharashtra,India,2023-12-10,LOW,0
100112,Wriddhish Rattan,wriddhish.rattan607@gmail.com,08911352909,Male,2007-10-29,Faridabad,Haryana,India,2024-07-14,HIGH,0
100113,Sudiksha Narula,sudiksha.narula718@hotmail.com,4388899375,Female,1979-05-22,Surat,Gujarat,India,2023-12-18,LOW,0
100114,Yamini Dora,yamini.dora160@gmail.com,6112545738,Female,1983-10-17,Ahmedabad,Gujarat,India,2025-04-25,LOW,0
100116,Tanay Shere,tanay.shere221@gmail.com,6093796603,Male,1970-06-28,Guwahati,Assam,India,2024-03-25,LOW,0
100117,Bhavika Chaudry,bhavika.chaudry694@gmail.com,7147859696,Female,1988-10-15,Kochi,Kerala,India,2025-09-24,LOW,0
100118,Priya   Pandey,priya.pandey97@yahoo.com,1251341252,Female,1985-02-17,Chandigarh,Chandigarh,India,2024-11-04,MEDIUN,0
100120,Praneel Andra,praneel.andra23@gmail.com,7676772190,Male,1998-10-25,Jaipur,Rajasthan,India,2024-06-25,LOW,1
100122,Qadim Barman,qadim.barman392@gmail.com,1340745171,Male,1997-11-04,Bhopal,Madhya Pradesh,India,2025-09-11,MEDIUN,0
100123,Jagat Kadakia,jagat.kadakia629@gmail.com,9233095849,Male,1986-06-22,Ahmedabad,Gujarat,India,2024-10-22,HIGH,1
100127,Victor Babu,victor.babu829@gmail.com,06324241541,Male,1978-06-18,Jaipur,Rajasthan,India,2025-02-11,HIGH,0
100129,Onveer Dara,onveer.dara364@hotmail.com,3611155426,Male,1997-09-27,Pune,Maharashtra,India,2024-12-26,HIGH,0
100130,Ekani Dhar,ekani.dhar721@gmail.com,5326973112,Female,1996-09-23,Patna,Bihar,India,2024-01-25,MEDIUN,0
100131,rehaan Panchal,rehaan.panchal180@outlook.com,1389994043,Male,1985-06-19,Bhopal,Madhya Pradesh,India,2023-12-17,LOW,0
100132,Yashoda Gulati,yashoda.gulati940@outlook.com,6137918055,Female,1966-12-12,Mumbai,Maharashtra,India,2024-09-29,HIGH,0
100133,Ucchal Pau,ucchal.pau23@gmail.com,04300684,Female,1990-10-14,Surat,Gujarat,India,2025-07-01,HIGH,1
100134,Yamini Sagar,yamini.sagar383@gmail.com,9241418328,Female,1976-04-18,Patna,Bihar,India,2024-06-03,MEDIUN,1
100136,Abdul Gade,abdul.gade229@outlook.com,2524105648,Male,1963-09-05,Guwahati,Assam,India,2024-06-30,LOW,0
100137,Brinda Taneja,brinda.taneja972@gmail.com,02524191380,Female,1962-09-23,Chennai,Tamil Nadu,India,2024-06-15,MEDIUN,0
100138,Abha Konda,abha.konda944@outlook.com,0863536541,Female,1988-01-18,Chennai,Tamil Nadu,India,2025-01-16,HIGH,1
100139,Dipta Thakkar,dipta.thakkar244@gmail.com,0617445187,Female,1960-12-29,Surat,Gujarat,India,2025-08-13,MEDIUN,0
100140,Harish Manne,harish.manne12@hotmail.com,5973832060,Male,1971-10-18,Surat,Gujarat,India,2024-07-24,LOW,0
100141,Oscar Andra,oscar.andra396@gmail.com,3836702410,Male,2004-10-31,Mumbai,Maharashtra,India,2023-12-13,HIGH,1
100143,Leena Murty,leena.murty819@gmail.com,4313291212,Female,,Nagpur,Maharashtra,India,2024-12-04,LOW,0
100144,Varenya Shukla,varenya.shukla165@hotmail.com,07474112490,Female,1970-12-07,Chennai,Tamil Nadu,India,2025-04-15,LOW,0
100146,Dalaja Dey,dalaja.dey211@outlook.com,6519941013,Female,2003-12-07,Hyderabad,Telangana,India,2025-02-10,HIGH,0
100147,Tristan Dave,tristan.dave244@outlook.com,0296670662,Male,,Lucknow,Uttar Pradesh,India,2025-01-31,LOW,1
100149,Bhavani Chahal,bhavani.chahal84@outlook.com,03806578759,Female,1984-09-22,Chennai,Tamil Nadu,India,2024-04-12,MEDIUN,1
100151,Lila Walla,lila.walla477@hotmail.com,5223955905,Female,2006-02-04,Jaipur,Rajasthan,India,2024-10-24,HIGH,0
100152,Ekavir Guha,ekavir.guha685@gmail.com,07010393087,Male,1960-08-23,Hyderabad,Telangana,India,2025-10-06,MEDIUN,0
100155,Aachal Raman,aachal.raman124@yahoo.com,09391725135,Female,2007-10-08,Guwahati,Assam,India,2025-10-11,LOW,1
100156,Fiyaz Chakrabarti,fiyaz.chakrabarti44@yahoo.com,3315410067,Male,1995-10-11,Kolkata,West Bengal,India,2025-10-01,MEDIUN,1
100159,Chandresh Narula,chandresh.narula425@gmail.com,4443106987,Male,1967-12-26,Indore,Madhya Pradesh,India,2025-03-10,LOW,0
100161,Libni Chand,libni.chand39@hotmail.com,5270477434,Female,1987-09-12,Bhopal,Madhya Pradesh,India,2024-08-22,HIGH,1
100162,Faqid Chatterjee,faqid.chatterjee708@outlook.com,03806868793,Male,,Faridabad,Haryana,India,2024-02-01,HIGH,0
100164,Balveer Saran,balveer.saran793@hotmail.com,1168685487,Male,2004-08-20,Lucknow,Uttar Pradesh,India,2025-03-09,HIGH,1
100167,WAZIR Luthra,wazir.luthra858@yahoo.com,4713247546,Male,1989-08-26,Kolkata,West Bengal,India,2025-10-26,HIGH,0
100168,Chaitanya Guha,chaitanya.guha518@hotmail.com,0821486289,Male,1962-01-01,Patna,Bihar,India,2024-06-10,HIGH,1
100169,Inaya Iyer,inaya.iyer984@yahoo.com,5345786103,Female,1978-06-29,Nagpur,Maharashtra,India,2024-11-01,MEDIUN,1
100170,Vansha Goel,vansha.goel29@outlook.com,5241406029,Female,1998-01-16,Bengaluru,Karnataka,India,2025-11-16,HIGH,0
100171,Jalsa Kant,jalsa.kant276@yahoo.com,00072290349,Female,1999-04-04,Pune,Maharashtra,India,2024-08-24,HIGH,1
100173,Rachit Mandal,rachit.mandal917@hotmail.com,4544432830,Male,1999-04-10,Jaipur,Rajasthan,India,2025-04-10,MEDIUN,0
100176,Mitesh Salvi,mitesh.salvi672@outlook.com,4717099917,Male,2003-04-22,Jaipur,Rajasthan,India,2023-10-14,HIGH,0
100177,Zashil Dar,zashil.dar677@hotmail.com,0223569725,Male,2002-01-03,Delhi,Delhi,India,2024-11-12,LOW,0
100178,Hemangini Buch,hemangini.buch398@hotmail.com,07432927129,Female,1981-06-06,Indore,Madhya Pradesh,India,2023-06-27,LOW,1
100180,Orinder Muni,orinder.muni301@yahoo.com,2104478985,Male,1981-06-06,Chandigarh,Chandigarh,India,2023-02-16,MEDIUN,0
100182,Anjali Prashad,anjali.prashad267@outlook.com,9010016761,Female,1986-11-18,Surat,Gujarat,India,2024-11-15,MEDIUN,0
100183,Vritti Dua,vritti.dua484@gmail.com,08499261891,Female,1974-03-08,Coimbatore,Tamil Nadu,India,2023-03-16,LOW,0
100185,Agastya Chakraborty,agastya.chakraborty884@outlook.com,1143744701,Other,1999-08-24,Ahmedabad,Gujarat,India,2025-10-29,LOW,1
100187,Onveer Goswami,onveer.goswami630@yahoo.com,7621202169,Male,,Bengaluru,Karnataka,India,2025-02-07,HIGH,1
100188,WYATT Sarma,wyatt.sarma749@yahoo.com,2771670145,Male,1961-03-16,Chandigarh,Chandigarh,India,2024-03-07,LOW,1
100191,Balveer Sharaf,balveer.sharaf351@yahoo.com,05170166088,Male,1960-08-14,Indore,Madhya Pradesh,India,2023-06-11,LOW,1
100193,INDRAJIT Agate,indrajit.agate729@outlook.com,01027261493,Male,1969-08-13,Hyderabad,Telangana,India,2025-04-24,MEDIUN,0
100194,Ronith Kale,ronith.kale678@gmail.com,0917798270,Male,1986-01-26,Delhi,Delhi,India,2024-06-15,HIGH,1
100195,Arunima   Sant,arunima.sant486@outlook.com,2216995866,Female,2007-08-18,Hyderabad,Telangana,India,2023-11-02,LOW,1
100196,Jeet Mahal,jeet.mahal638@outlook.com,02698485833,Male,1970-09-05,Hyderabad,Telangana,India,2024-05-25,HIGH,1
100197,Mohini Pai,mohini.pai117@outlook.com,5158799684,Female,2002-09-24,Hyderabad,Telangana,India,2023-12-02,HIGH,0
100200,Avi Arya,avi.arya799@gmail.com,5989334721,Male,1969-08-03,Ahmedabad,Gujarat,India,2025-09-05,HIGH,1
100201,Harini Varkey,harini.varkey476@outlook.com,04229405720,Female,1967-12-28,Lucknow,Uttar Pradesh,India,2023-02-13,HIGH,0
100203,Tamanna Chanda,tamanna.chanda367@outlook.com,4398780157,Female,1972-02-24,Chennai,Tamil Nadu,India,2025-04-27,HIGH,0
100207,Samaksh Sant,samaksh.sant943@hotmail.com,9190158144,Male,1989-09-23,Ahmedabad,Gujarat,India,2024-04-25,LOW,0
100208,Megha Sarma,megha.sarma979@yahoo.com,3268424508,Female,2002-08-08,Mumbai,Maharashtra,India,2025-05-08,MEDIUN,0
100209,Ekavir Dasgupta,ekavir.dasgupta355@hotmail.com,4353682223,Male,1990-03-23,Pune,Maharashtra,India,2024-01-16,LOW,1
100211,Jacob Chaudhry,jacob.chaudhry329@hotmail.com,7594929955,Male,2006-08-18,Bengaluru,Karnataka,India,2025-04-05,HIGH,0
100212,Frado Agrawal,frado.agrawal81@yahoo.com,2577754781,Male,1969-01-18,Faridabad,Haryana,India,2023-04-25,HIGH,1
100213,Banjeet Mand,banjeet.mand764@hotmail.com,1108099693,Male,,Hyderabad,Telangana,India,2025-10-13,HIGH,1
100214,Anita Lad,anita.lad912@outlook.com,3942788165,Female,1984-09-18,Bengaluru,Karnataka,India,2023-07-17,HIGH,0
100216,Kamala Basak,kamala.basak100@gmail.com,0051844989,Female,1968-12-15,Nagpur,Maharashtra,India,2023-09-01,LOW,1
100217,Saanvi Pau,saanvi.pau719@outlook.com,3865577908,Female,2002-12-13,Lucknow,Uttar Pradesh,India,2025-07-15,MEDIUN,0
100218,Urvi Gandhi,urvi.gandhi261@gmail.com,02591365177,Female,1983-08-10,Indore,Madhya Pradesh,India,2025-03-18,HIGH,1
100219,FARIS Roy,faris.roy111@outlook.com,2280920242,Male,1985-05-30,Kolkata,West Bengal,India,2024-01-09,HIGH,0
100221,Yashodhara Lalla,yashodhara.lalla859@hotmail.com,01366210388,Female,1993-06-18,Chandigarh,Chandigarh,India,2024-03-02,HIGH,1
100222,Falan Char,falan.char107@yahoo.com,01729806865,Male,2002-08-09,Chennai,Tamil Nadu,India,2024-03-05,HIGH,1
100223,Zilmil Sanghvi,zilmil.sanghvi281@yahoo.com,62473149,Female,2002-09-12,Guwahati,Assam,India,2025-03-18,HIGH,0
100224,Samarth Kurian,samarth.kurian864@outlook.com,08063565126,Male,1991-11-21,Guwahati,Assam,India,2025-03-04,LOW,1
100225,Jonathan Lal,jonathan.lal640@yahoo.com,04636887258,Male,1987-04-01,Kolkata,West Bengal,India,2025-10-12,HIGH,1
100226,Jonathan Mohanty,jonathan.mohanty728@outlook.com,7213865890,Male,1968-04-30,Chennai,Tamil Nadu,India,2025-07-12,LOW,1
100229,Andrew Parsa,andrew.parsa772@yahoo.com,6566938011,Male,1986-12-29,Lucknow,Uttar Pradesh,India,2024-03-28,HIGH,1
100231,Nandini Oak,nandini.oak397@hotmail.com,7697357790,Female,,Delhi,Delhi,India,2023-12-11,HIGH,0
100232,Wridesh Dada,wridesh.dada636@yahoo.com,6588043416,Male,1992-12-13,Jaipur,Rajasthan,India,2024-04-04,HIGH,0
100233,Onveer Borra,onveer.borra795@yahoo.com,3942373334,Male,,Patna,Bihar,India,2025-07-04,LOW,1
100235,Xiti Maharaj,xiti.maharaj478@outlook.com,2086780856,Female,,Mumbai,Maharashtra,India,2024-06-28,HIGH,1
100236,Gagan Shankar,gagan.shankar503@outlook.com,3691559428,Male,1973-03-25,Guwahati,Assam,India,2025-11-22,HIGH,1
100237,Krish Sinha,krish.sinha806@gmail.com,6365564729,Male,1966-11-28,Chennai,Tamil Nadu,India,2025-11-16,LOW,1
100239,Nisha Sur,nisha.sur685@gmail.com,0347175455,Female,1987-07-06,Mumbai,Maharashtra,India,2023-04-20,MEDIUN,1
100240,Kabir Padmanabhan,kabir.padmanabhan391@outlook.com,9982455877,Male,2003-04-26,Delhi,Delhi,India,2024-01-08,LOW,0
100241,Sai Mangat,sai.mangat527@outlook.com,9961125355,Female,1991-12-16,Kochi,Kerala,India,2024-06-18,LOW,1
100242,Lila Rana,lila.rana971@gmail.com,07622023413,Female,1968-08-16,Kochi,Kerala,India,2024-04-09,LOW,0
100244,MEGHANA Savant,meghana.savant765@gmail.com,00557784872,Female,,Indore,Madhya Pradesh,India,2025-07-28,LOW,1
100245,Gaurang Shan,gaurang.shan572@outlook.com,05783174564,Male,1968-02-02,Chennai,Tamil Nadu,India,2025-07-30,LOW,1
100246,Aashi Acharya,,8077406493,Female,1998-11-09,Faridabad,Haryana,India,2025-06-24,HIGH,0
100248,Krish Sachar,krish.sachar289@gmail.com,1797497350,Male,1967-12-01,Guwahati,Assam,India,2023-03-10,LOW,0
100249,Alka Grewal,alka.grewal140@yahoo.com,00312073564,Female,1998-04-30,Chandigarh,Chandigarh,India,2024-12-20,MEDIUN,0
100250,Zaid Prabhu,zaid.prabhu981@outlook.com,0461872346,Male,,Lucknow,Uttar Pradesh,India,2025-06-04,MEDIUN,1
100251,abha Dara,abha.dara551@hotmail.com,0371837645,Female,1968-03-23,Guwahati,Assam,India,2024-12-21,HIGH,1
100252,Ansh Verma,ansh.verma928@hotmail.com,0313650249,Male,1966-05-10,Kolkata,West Bengal,India,2025-02-10,HIGH,0
100253,Jairaj Andra,jairaj.andra186@gmail.com,1327195005,Male,1991-07-21,Kolkata,West Bengal,India,2025-11-19,MEDIUN,0
100254,Damyanti Dass,damyanti.dass661@hotmail.com,3065240778,Female,1974-10-04,Chandigarh,Chandigarh,India,2024-06-27,HIGH,0
100257,Lohit Naidu,,1022031731,Male,1962-02-20,Surat,Gujarat,India,2023-05-30,HIGH,1
100258,Sara Suri,sara.suri696@yahoo.com,9103717058,Female,1996-04-19,Patna,Bihar,India,2024-07-10,MEDIUN,0
100259,triya Pillay,triya.pillay180@gmail.com,0141381138,Female,1979-02-09,Chandigarh,Chandigarh,India,2024-10-16,LOW,1
100260,inaya   Vora,inaya.vora752@outlook.com,1957612286,Female,1984-11-02,Kolkata,West Bengal,India,2025-08-07,HIGH,0
100261,Gaurangi Walla,gaurangi.walla788@hotmail.com,5566593983,Female,1978-08-13,Mumbai,Maharashtra,India,2025-11-29,HIGH,0
100262,Joshua Parsa,joshua.parsa375@yahoo.com,4908240433,Male,2001-09-08,Bhopal,Madhya Pradesh,India,2025-11-17,LOW,1
100263,ALKA Majumdar,alka.majumdar407@gmail.com,5224593344,Female,1965-01-09,Kochi,Kerala,India,2023-12-01,HIGH,1
100266,Yashasvi Kant,yashasvi.kant398@outlook.com,8136462251,Female,1983-06-15,Kolkata,West Bengal,India,2023-02-25,LOW,0
100267,Arya Rastogi,arya.rastogi855@outlook.com,2783769389,Female,2008-06-21,Kochi,Kerala,India,2023-04-06,LOW,0
100271,Ekta Badami,ekta.badami738@outlook.com,4394070164,Female,1992-06-08,Indore,Madhya Pradesh,India,2025-05-06,HIGH,0
100272,Radha Chokshi,radha.chokshi250@gmail.com,1579812387,Female,,Indore,Madhya Pradesh,India,2025-01-07,LOW,0
100273,Alka Baral,alka.baral58@yahoo.com,2055543840,Female,1990-08-26,Coimbatore,Tamil Nadu,India,2024-03-31,HIGH,1
100274,Sara Balan,sara.balan970@outlook.com,06216893639,Female,1967-12-11,Mumbai,Maharashtra,India,2023-12-10,MEDIUN,1
100275,Nimrat Narayan,nimrat.narayan814@yahoo.com,8324826292,Female,1975-11-08,Indore,Madhya Pradesh,India,2024-06-12,LOW,0
100276,Daniel Gour,daniel.gour611@hotmail.com,6474231220,Male,1997-03-18,Surat,Gujarat,India,2024-04-25,LOW,0
100278,Ekantika Gade,ekantika.gade96@gmail.com,6333127975,Female,2002-03-21,Chandigarh,Chandigarh,India,2025-03-06,HIGH,1
100279,Krishna Sane,krishna.sane380@hotmail.com,6999880817,Female,1982-07-18,Indore,Madhya Pradesh,India,2025-05-15,HIGH,0
100281,Avi Varughese,avi.varughese785@hotmail.com,1298266570,Male,1969-03-14,Jaipur,Rajasthan,India,2023-11-25,MEDIUN,0
100283,Anya Garde,anya.garde419@outlook.com,0644742123,Female,1960-10-12,Kolkata,West Bengal,India,2024-11-28,LOW,1
100284,Lajita Arora,lajita.arora627@outlook.com,07339776719,Female,1989-06-01,Indore,Madhya Pradesh,India,2024-06-16,HIGH,0
100287,Bahadurjit Sane,bahadurjit.sane521@yahoo.com,1458683390,Male,1965-11-10,Hyderabad,Telangana,India,2025-10-08,HIGH,1
100288,Zarna Chahal,zarna.chahal988@hotmail.com,04899529978,Female,1995-08-13,Chennai,Tamil Nadu,India,2025-06-11,LOW,0
